ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
2588,Female,,26,Yes,Healthcare,,Low,3.0
2589,Male,,42,Yes,Artist,9.0,Low,1.0
2590,Male,Yes,69,Yes,Executive,,Low,2.0
2591,Female,,25,Yes,Healthcare,5.0,Low,3.0
2592,Female,,23,No,Healthcare,1.0,Low,3.0
2593,Female,,38,Yes,Engineer,,Low,3.0
2594,Male,Yes,75,Yes,Lawyer,1.0,High,2.0
2595,Female,,36,Yes,Artist,13.0,Low,1.0
2596,Female,Yes,36,No,Entertainment,1.0,Average,2.0
2597,Male,Yes,41,No,Entertainment,,Average,4.0
2598,Female,,27,Yes,Artist,,Low,3.0
2599,Female,,28,Yes,Doctor,,Low,3.0
2600,Male,Yes,22,No,Doctor,1.0,Low,4.0
2601,Female,,26,Yes,Homemaker,9.0,Low,1.0
2602,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0
2603,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0
2604,Male,Yes,53,Yes,Doctor,14.0,Average,2.0
2605,Female,Yes,75,Yes,Lawyer,2.0,High,4.0
2606,Female,Yes,37,Yes,Artist,5.0,High,3.0
2607,Male,Yes,62,Yes,Artist,,Low,3.0
2608,Female,Yes,50,Yes,Artist,4.0,Average,2.0
2609,Female,,36,Yes,Homemaker,6.0,Low,1.0
2610,Female,Yes,36,No,Engineer,4.0,High,3.0
2611,Male,,32,No,Healthcare,,Low,4.0
2612,Male,Yes,62,Yes,Artist,8.0,Low,1.0
2613,Male,,41,Yes,Entertainment,1.0,Low,4.0
2614,Male,,53,Yes,Artist,,Low,2.0
2615,Male,,68,Yes,Lawyer,1.0,Low,1.0
2616,Female,Yes,28,Yes,Artist,,Low,2.0
2617,Male,Yes,38,No,Engineer,,High,6.0
2618,Female,Yes,31,Yes,Engineer,1.0,Low,2.0
2619,Female,Yes,47,Yes,Artist,8.0,Average,4.0
2620,Male,,38,Yes,Artist,8.0,Low,3.0
2621,Female,Yes,45,Yes,Artist,1.0,Average,3.0
2622,Male,Yes,55,Yes,Artist,1.0,Low,1.0
2623,Male,,27,Yes,Artist,9.0,Low,2.0
2624,Male,Yes,61,Yes,Executive,,High,2.0
2625,Male,Yes,55,Yes,Artist,9.0,Average,2.0
2626,Male,Yes,58,Yes,Doctor,1.0,High,2.0
2627,Female,Yes,33,Yes,Entertainment,3.0,Average,3.0
2628,Female,Yes,47,Yes,Lawyer,2.0,High,4.0
2629,Male,Yes,27,Yes,Healthcare,1.0,High,2.0
2630,Male,Yes,40,Yes,Artist,3.0,Average,4.0
2631,Male,Yes,42,Yes,Healthcare,5.0,Low,2.0
2632,Female,,25,No,Marketing,,Low,4.0
2633,Male,,31,No,Doctor,1.0,Low,4.0
2634,Female,,32,No,Healthcare,,Low,4.0
2635,Female,,36,No,Engineer,,Low,1.0
2636,Male,,25,No,Doctor,9.0,Low,4.0
2637,Female,,18,No,Healthcare,6.0,Low,4.0
2638,Male,,25,No,Entertainment,5.0,Low,2.0
2639,Female,Yes,32,Yes,Executive,4.0,High,3.0
2640,Male,Yes,61,No,Engineer,,Low,3.0
2641,Female,Yes,49,Yes,Doctor,1.0,Average,4.0
2642,Female,,33,No,Homemaker,9.0,Low,1.0
2643,Male,Yes,53,Yes,Artist,3.0,High,3.0
2644,Male,Yes,65,Yes,Executive,,Low,4.0
2645,Female,,32,No,Healthcare,,Low,4.0
2646,Male,Yes,46,Yes,Entertainment,1.0,Low,2.0
2647,Male,Yes,51,Yes,Artist,1.0,Low,2.0
2648,Female,,43,Yes,Doctor,1.0,Low,6.0
2649,Female,Yes,27,Yes,Marketing,11.0,Average,2.0
2650,Male,Yes,27,No,Entertainment,6.0,Low,4.0
2651,Female,,30,Yes,Engineer,,Low,4.0
2652,Male,Yes,39,Yes,Entertainment,9.0,Average,2.0
2653,Male,Yes,43,Yes,Executive,1.0,High,4.0
2654,Female,Yes,63,Yes,Artist,1.0,High,3.0
2655,Female,,20,No,Marketing,3.0,Low,4.0
2656,Male,Yes,52,Yes,Executive,,High,2.0
2657,Male,Yes,42,No,Executive,1.0,Average,4.0
2658,Female,Yes,51,No,Engineer,1.0,Average,5.0
2659,Male,Yes,33,No,Entertainment,1.0,Low,3.0
2660,Female,Yes,60,Yes,Doctor,6.0,Average,2.0
2661,Female,Yes,58,No,Doctor,,Low,1.0
2662,Male,Yes,63,Yes,Entertainment,6.0,Low,2.0
2663,Female,,31,No,Healthcare,,Low,5.0
2664,Female,,45,No,Marketing,,Low,1.0
2665,Female,,50,No,Engineer,1.0,Low,1.0
2666,Male,Yes,68,No,Executive,1.0,Average,2.0
2667,Female,Yes,50,Yes,Healthcare,1.0,Low,3.0
2668,Male,,18,No,Healthcare,1.0,Low,2.0
2669,Male,Yes,55,Yes,Engineer,1.0,Average,3.0
2670,Female,Yes,74,Yes,Lawyer,1.0,High,2.0
2671,Male,Yes,42,Yes,Entertainment,9.0,Low,5.0
2672,Female,Yes,57,Yes,Artist,7.0,Average,3.0
2673,Male,Yes,53,Yes,Executive,9.0,High,5.0
2674,Female,,38,Yes,Engineer,1.0,Low,1.0
2675,Male,Yes,57,Yes,Artist,,Average,4.0
2676,Female,,30,Yes,Entertainment,9.0,Low,3.0
2677,Female,Yes,43,No,Artist,4.0,Low,1.0
2678,Female,,35,Yes,Artist,1.0,Low,1.0
2679,Female,Yes,36,Yes,Engineer,,Low,1.0
2680,Male,Yes,70,Yes,Artist,1.0,Low,1.0
2681,Female,Yes,62,Yes,Artist,2.0,Average,3.0
2682,Male,Yes,36,Yes,Entertainment,2.0,Average,2.0
2683,Male,Yes,84,No,Lawyer,,High,2.0
2684,Male,Yes,73,Yes,Executive,11.0,High,2.0
2685,Female,Yes,53,No,Engineer,,Average,4.0
2686,Male,Yes,48,No,Executive,1.0,High,4.0
2687,Female,,35,No,Entertainment,4.0,Low,2.0
2688,Female,,27,No,Engineer,1.0,Low,4.0
2689,Male,Yes,56,No,Entertainment,1.0,Average,3.0
2690,Male,Yes,43,No,Executive,8.0,Low,3.0
2691,Female,,51,Yes,Doctor,,Low,3.0
2692,Female,Yes,43,Yes,Artist,9.0,High,4.0
2693,Female,Yes,29,Yes,Healthcare,,Low,2.0
2694,Male,Yes,38,No,Entertainment,1.0,Average,2.0
2695,Male,,41,Yes,Artist,1.0,Low,1.0
2696,Male,,22,No,Marketing,3.0,Low,6.0
2697,Male,Yes,73,No,Executive,,High,3.0
2698,Female,,18,No,Healthcare,,Low,4.0
2699,Female,Yes,40,Yes,Artist,9.0,Average,2.0
2700,Male,Yes,58,Yes,Artist,,Average,3.0
2701,Male,Yes,70,No,Lawyer,,High,2.0
2702,Female,,18,No,Healthcare,,Low,5.0
2703,Male,Yes,35,Yes,Artist,7.0,Low,3.0
2704,Male,Yes,74,Yes,Lawyer,,Low,2.0
2705,Female,,32,Yes,Entertainment,1.0,Low,5.0
2706,Male,Yes,31,Yes,Artist,,Average,3.0
2707,Female,,21,No,Healthcare,1.0,Low,4.0
2708,Male,,19,No,Doctor,,Low,3.0
2709,Female,Yes,86,Yes,Lawyer,,High,2.0
2710,Female,,41,Yes,Artist,,Low,4.0
2711,Female,Yes,45,Yes,Artist,1.0,Average,3.0
2712,Male,,43,Yes,Entertainment,,Low,2.0
2713,Male,Yes,55,Yes,Executive,,High,9.0
2714,Female,,35,Yes,Artist,,Low,3.0
2715,Male,Yes,73,No,Homemaker,2.0,Low,1.0
2716,Male,Yes,30,No,Entertainment,1.0,Average,3.0
2717,Female,Yes,46,No,Entertainment,9.0,Average,5.0
2718,Female,Yes,72,Yes,Lawyer,,High,2.0
2719,Female,,50,Yes,Artist,8.0,Low,3.0
2720,Male,Yes,56,No,Lawyer,,High,3.0
2721,Male,Yes,70,Yes,Executive,1.0,High,5.0
2722,Female,,27,Yes,Marketing,,Low,1.0
2723,Female,,29,No,Marketing,8.0,Low,4.0
2724,Female,Yes,50,Yes,Artist,8.0,Average,2.0
2725,Female,Yes,45,Yes,Artist,1.0,High,5.0
2726,Female,,42,Yes,Artist,1.0,Low,1.0
2727,Male,,51,Yes,Artist,,Low,3.0
2728,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0
2729,Female,Yes,46,Yes,Artist,1.0,Average,2.0
2730,Male,Yes,40,Yes,Artist,,Average,3.0
2731,Male,,47,Yes,Engineer,,Low,3.0
2732,Male,Yes,53,Yes,Artist,3.0,Average,3.0
2733,Male,,50,Yes,Marketing,3.0,Low,4.0
2734,Female,,30,No,Healthcare,,Low,9.0
2735,Male,Yes,45,Yes,Artist,1.0,Average,4.0
2736,Male,Yes,46,Yes,Entertainment,5.0,Low,3.0
2737,Male,Yes,37,Yes,Doctor,8.0,Average,2.0
2738,Male,Yes,41,No,Doctor,2.0,Average,4.0
2739,Female,Yes,51,Yes,Artist,6.0,Average,5.0
2740,Female,Yes,39,Yes,Artist,7.0,Average,3.0
2741,Female,,31,No,Doctor,,Low,4.0
2742,Male,Yes,38,Yes,Doctor,5.0,Low,2.0
2743,Male,,45,Yes,Entertainment,1.0,Low,1.0
2744,Female,,20,No,Healthcare,1.0,Low,3.0
2745,Female,Yes,35,Yes,Engineer,1.0,Average,2.0
2746,Male,Yes,32,Yes,Artist,9.0,Average,2.0
2747,Female,,28,Yes,Entertainment,,Low,2.0
2748,Female,Yes,40,Yes,Engineer,1.0,Average,7.0
2749,Female,Yes,69,No,Engineer,9.0,Low,3.0
2750,Male,Yes,86,Yes,Executive,1.0,High,2.0
2751,Male,Yes,43,Yes,Artist,8.0,Low,1.0
2752,Male,Yes,30,Yes,Healthcare,1.0,High,2.0
2753,Female,Yes,35,Yes,Artist,8.0,Average,2.0
2754,Female,Yes,58,Yes,Artist,,Average,2.0
2755,Male,Yes,69,Yes,Artist,,Low,1.0
2756,Male,,42,Yes,Entertainment,1.0,Low,1.0
2757,Female,Yes,42,Yes,Artist,4.0,Average,2.0
2758,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0
2759,Female,Yes,37,No,Engineer,1.0,Average,6.0
2760,Male,,28,Yes,Artist,,Low,4.0
2761,Female,Yes,63,No,Artist,,High,2.0
2762,Male,,36,No,Entertainment,1.0,Low,1.0
2763,Male,Yes,55,Yes,Artist,4.0,Low,2.0
2764,Male,Yes,37,Yes,Artist,,Average,2.0
2765,Male,Yes,47,No,Engineer,1.0,Average,3.0
2766,Female,Yes,50,No,Engineer,1.0,Average,4.0
2767,Female,Yes,48,Yes,Artist,,Low,1.0
2768,Female,,18,No,Healthcare,,Low,5.0
2769,Male,Yes,65,Yes,Artist,1.0,Average,4.0
2770,Male,,26,No,Artist,6.0,Low,6.0
2771,Female,,21,No,Healthcare,1.0,Low,4.0
2772,Male,Yes,40,Yes,Engineer,7.0,Low,2.0
2773,Male,Yes,21,No,Healthcare,1.0,High,8.0
2774,Female,,37,Yes,Artist,5.0,Low,2.0
2775,Male,Yes,43,Yes,Executive,7.0,High,3.0
2776,Male,,31,No,Healthcare,,Low,4.0
2777,Male,,25,Yes,Doctor,7.0,Low,1.0
2778,Male,Yes,84,No,Lawyer,1.0,Low,1.0
2779,Male,Yes,72,Yes,Artist,,Average,2.0
2780,Female,Yes,48,Yes,Artist,8.0,Average,2.0
2781,Male,,57,Yes,Marketing,1.0,Low,4.0
2782,Female,Yes,47,No,Engineer,8.0,Average,5.0
2783,Female,,21,No,Marketing,1.0,Low,8.0
2784,Male,Yes,38,Yes,Doctor,3.0,Average,2.0
2785,Male,,22,No,Healthcare,,Low,4.0
2786,Female,,40,No,Healthcare,8.0,Low,3.0
2787,Male,,18,No,Healthcare,,Low,7.0
2788,Male,,23,No,Healthcare,8.0,Low,3.0
2789,Male,Yes,37,Yes,Executive,1.0,High,3.0
2790,Male,,51,No,Entertainment,1.0,Low,1.0
2791,Male,Yes,45,Yes,Executive,1.0,High,4.0
2792,Male,Yes,51,Yes,Doctor,1.0,Average,4.0
2793,Male,,35,Yes,Artist,1.0,Low,2.0
2794,Female,,26,Yes,Homemaker,8.0,Low,2.0
2795,Female,,39,Yes,Artist,9.0,Low,1.0
2796,Female,,35,No,Engineer,1.0,Low,1.0
2797,Male,,47,No,Artist,3.0,Low,3.0
2798,Male,Yes,69,Yes,Lawyer,1.0,Low,1.0
2799,Male,Yes,53,Yes,Artist,1.0,Average,2.0
2800,Female,Yes,78,No,Lawyer,1.0,High,2.0
2801,Male,Yes,47,Yes,Marketing,,Low,2.0
2802,Male,,45,Yes,Entertainment,1.0,Low,2.0
2803,Male,,23,No,Healthcare,,Low,4.0
2804,Female,,32,No,Healthcare,,Low,4.0
2805,Male,,20,No,Healthcare,,Low,4.0
2806,Male,,29,Yes,Entertainment,8.0,Low,4.0
2807,Female,,30,No,Marketing,1.0,Low,4.0
2808,Female,,23,No,Doctor,7.0,Low,4.0
2809,Female,,38,Yes,Entertainment,,Low,1.0
2810,Female,,19,No,Engineer,1.0,Low,4.0
2811,Female,Yes,83,Yes,Lawyer,1.0,High,2.0
2812,Female,Yes,67,Yes,Artist,,High,2.0
2813,Male,Yes,65,Yes,Lawyer,11.0,High,2.0
2814,Female,Yes,33,Yes,Healthcare,2.0,High,1.0
2815,Female,,37,Yes,Artist,9.0,Low,1.0
2816,Male,Yes,39,No,Executive,8.0,Average,4.0
2817,Female,Yes,46,Yes,Artist,,Low,2.0
2818,Male,Yes,65,Yes,Lawyer,,Low,1.0
2819,Male,,36,Yes,Doctor,,Low,1.0
2820,Male,Yes,57,Yes,Artist,1.0,Average,2.0
2821,Female,Yes,48,Yes,Artist,1.0,Average,7.0
2822,Male,Yes,65,Yes,Executive,1.0,Low,2.0
2823,Female,Yes,73,Yes,Lawyer,7.0,Low,2.0
2824,Male,Yes,50,Yes,Artist,,Average,4.0
2825,Male,Yes,58,Yes,Artist,,Average,3.0
2826,Female,,38,Yes,Doctor,5.0,Low,5.0
2827,Female,Yes,52,Yes,Artist,1.0,Average,3.0
2828,Male,Yes,56,Yes,Artist,1.0,Average,2.0
2829,Female,,27,Yes,Homemaker,6.0,Low,7.0
2830,Male,Yes,58,Yes,Artist,9.0,Low,1.0
2831,Female,,29,No,Artist,1.0,Low,1.0
2832,Male,Yes,52,Yes,Executive,1.0,High,4.0
2833,Female,Yes,47,No,Marketing,2.0,Low,1.0
2834,Female,Yes,63,Yes,Artist,,Average,3.0
2835,Male,,18,No,Entertainment,1.0,Low,4.0
2836,Female,Yes,41,Yes,Artist,9.0,Average,2.0
2837,Male,Yes,35,Yes,Artist,7.0,Low,2.0
2838,Female,Yes,89,Yes,Lawyer,,High,2.0
2839,Male,,35,Yes,Artist,,Low,1.0
2840,Male,Yes,32,Yes,Healthcare,6.0,Low,2.0
2841,Female,Yes,31,No,Marketing,,Low,2.0
2842,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0
2843,Female,Yes,55,Yes,Engineer,1.0,Average,3.0
2844,Female,,55,Yes,Artist,1.0,Low,1.0
2845,Male,,26,Yes,Doctor,1.0,Low,2.0
2846,Male,,28,Yes,Healthcare,5.0,Low,4.0
2847,Male,Yes,66,Yes,Artist,1.0,Low,1.0
2848,Female,Yes,38,Yes,Artist,1.0,Average,2.0
2849,Female,,26,No,Artist,2.0,Low,2.0
2850,Male,Yes,38,Yes,Executive,,Average,3.0
2851,Female,,31,Yes,Healthcare,1.0,Low,7.0
2852,Female,Yes,43,No,Engineer,1.0,Low,3.0
2853,Male,,19,No,Healthcare,1.0,Low,4.0
2854,Male,Yes,60,No,Entertainment,,Average,3.0
2855,Female,,27,Yes,Healthcare,1.0,Low,5.0
2856,Male,,39,Yes,Artist,1.0,Low,2.0
2857,Female,Yes,76,Yes,Lawyer,5.0,High,3.0
2858,Male,Yes,52,Yes,Executive,,High,4.0
2859,Female,Yes,42,Yes,Engineer,2.0,Low,1.0
2860,Male,Yes,42,Yes,Artist,6.0,Low,3.0
2861,Female,Yes,31,Yes,Healthcare,,Low,1.0
2862,Female,,43,Yes,Engineer,8.0,Low,2.0
2863,Male,Yes,59,Yes,Artist,11.0,Average,3.0
2864,Male,,38,Yes,Doctor,8.0,Low,1.0
2865,Male,,31,Yes,Entertainment,,Low,5.0
2866,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0
2867,Male,Yes,36,Yes,Artist,9.0,Average,5.0
2868,Female,,33,No,Engineer,,Low,7.0
2869,Female,Yes,49,No,Engineer,6.0,Low,2.0
2870,Male,,26,No,Healthcare,,Low,3.0
2871,Male,,43,Yes,Artist,12.0,Low,5.0
2872,Female,,36,Yes,Engineer,9.0,Low,1.0
2873,Male,,26,No,Doctor,,Low,4.0
2874,Female,,31,No,Entertainment,,Low,2.0
2875,Male,Yes,65,Yes,Lawyer,1.0,High,2.0
2876,Female,,26,No,Healthcare,1.0,Low,8.0
2877,Male,Yes,51,No,Executive,,High,4.0
2878,Female,,55,Yes,Artist,1.0,Low,1.0
2879,Female,,19,No,Healthcare,3.0,Low,3.0
2880,Male,,39,Yes,Artist,5.0,Low,2.0
2881,Male,,25,Yes,Healthcare,9.0,Low,4.0
2882,Male,Yes,35,Yes,Entertainment,1.0,Average,3.0
2883,Male,,27,No,Healthcare,,Low,1.0
2884,Female,,33,Yes,Healthcare,1.0,Low,1.0
2885,Male,Yes,33,No,Doctor,,Average,5.0
2886,Male,Yes,25,No,Artist,1.0,Average,4.0
2887,Female,Yes,56,Yes,Artist,1.0,Low,2.0
2888,Female,Yes,62,Yes,Lawyer,1.0,Low,3.0
2889,Male,Yes,67,Yes,Doctor,1.0,Average,3.0
2890,Male,Yes,88,No,Lawyer,1.0,Low,1.0
2891,Female,Yes,70,Yes,Doctor,,Average,2.0
2892,Female,Yes,40,Yes,Artist,1.0,High,3.0
2893,Female,,22,No,Marketing,1.0,Low,2.0
2894,Male,,26,No,Engineer,,Low,4.0
2895,Female,,40,Yes,Artist,2.0,Low,1.0
2896,Male,Yes,65,Yes,Entertainment,,Average,2.0
2897,Male,,28,Yes,Marketing,9.0,Low,5.0
2898,Male,,38,Yes,Artist,9.0,Low,1.0
2899,Female,,33,Yes,Entertainment,11.0,Low,3.0
2900,Female,Yes,50,Yes,Doctor,1.0,Low,2.0
2901,Male,Yes,84,No,Lawyer,,Low,1.0
2902,Female,,29,No,Engineer,9.0,Low,2.0
2903,Male,Yes,71,Yes,Lawyer,,Average,2.0
2904,Female,Yes,42,No,Engineer,4.0,Low,1.0
2905,Female,,46,Yes,Artist,5.0,Low,1.0
2906,Female,,29,Yes,Healthcare,,Low,4.0
2907,Male,Yes,50,Yes,Executive,9.0,High,3.0
2908,Female,,31,Yes,Healthcare,1.0,Low,3.0
2909,Female,Yes,63,Yes,Marketing,2.0,Low,1.0
2910,Female,Yes,55,Yes,Artist,1.0,Average,4.0
2911,Male,Yes,49,Yes,Doctor,1.0,Average,2.0
2912,Male,Yes,41,Yes,Engineer,9.0,Average,2.0
2913,Female,,32,Yes,Doctor,5.0,Low,3.0
2914,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0
2915,Male,,19,No,Healthcare,7.0,Low,5.0
2916,Male,Yes,42,Yes,Artist,,High,2.0
2917,Male,Yes,67,Yes,Entertainment,2.0,Average,3.0
2918,Female,,40,Yes,Engineer,9.0,Low,2.0
2919,Male,,19,No,Healthcare,8.0,Low,3.0
2920,Female,Yes,53,No,Engineer,7.0,Average,6.0
2921,Male,,25,Yes,Marketing,8.0,Low,3.0
2922,Male,Yes,43,Yes,Artist,9.0,Average,3.0
2923,Male,,29,Yes,Healthcare,5.0,Low,4.0
2924,Male,Yes,42,Yes,Artist,3.0,Average,4.0
2925,Male,Yes,61,Yes,Executive,1.0,High,3.0
2926,Female,Yes,69,No,Doctor,,Low,1.0
2927,Male,,43,Yes,Artist,1.0,Low,3.0
2928,Male,Yes,55,Yes,Artist,1.0,Low,2.0
2929,Male,Yes,51,Yes,Artist,1.0,Average,3.0
2930,Female,,31,No,Engineer,1.0,Low,4.0
2931,Male,Yes,59,Yes,Executive,3.0,High,4.0
2932,Male,Yes,41,Yes,Artist,,Low,2.0
2933,Male,,86,No,Lawyer,1.0,Low,1.0
2934,Male,Yes,45,Yes,Engineer,5.0,Average,5.0
2935,Female,Yes,41,Yes,Artist,,Average,2.0
2936,Female,Yes,41,Yes,Artist,11.0,Average,2.0
2937,Male,Yes,51,Yes,Entertainment,1.0,Average,4.0
2938,Male,Yes,76,Yes,Lawyer,,Low,2.0
2939,Female,,41,Yes,Artist,10.0,Low,1.0
2940,Female,,39,Yes,Artist,,Low,1.0
2941,Male,,19,No,Healthcare,4.0,Low,6.0
2942,Female,,25,No,Doctor,,Low,4.0
2943,Male,Yes,60,Yes,Artist,1.0,Low,2.0
2944,Female,Yes,50,No,Artist,,Average,5.0
2945,Female,,22,No,Healthcare,1.0,Low,7.0
2946,Female,Yes,46,Yes,Artist,1.0,Low,1.0
2947,Male,Yes,42,Yes,Artist,8.0,Average,2.0
2948,Female,Yes,47,Yes,Entertainment,1.0,Low,2.0
2949,Male,Yes,55,Yes,Entertainment,1.0,Low,1.0
2950,Female,Yes,50,Yes,Artist,1.0,Low,1.0
2951,Female,,30,Yes,Entertainment,,Low,4.0
2952,Male,,22,No,Marketing,1.0,Low,3.0
2953,Male,,28,No,Healthcare,4.0,Low,5.0
2954,Male,Yes,35,Yes,Artist,4.0,Average,2.0
2955,Male,Yes,59,No,Engineer,1.0,Average,3.0
2956,Female,,30,No,Homemaker,10.0,Low,6.0
2957,Female,,23,No,Healthcare,,Low,3.0
2958,Female,,18,No,Healthcare,8.0,Low,5.0
2959,Male,Yes,58,No,Executive,,High,4.0
2960,Female,Yes,89,No,Lawyer,,High,2.0
2961,Male,Yes,28,No,Artist,1.0,Low,2.0
2962,Male,,18,No,Doctor,1.0,Low,6.0
2963,Female,Yes,45,Yes,Artist,1.0,Average,4.0
2964,Female,,30,No,Engineer,11.0,Low,1.0
2965,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0
2966,Female,,42,No,Artist,,Low,1.0
2967,Female,,42,Yes,Artist,,Low,1.0
2968,Male,,22,No,Doctor,8.0,Low,3.0
2969,Female,,21,No,Engineer,1.0,Low,6.0
2970,Male,Yes,50,Yes,Entertainment,,Average,4.0
2971,Female,Yes,60,Yes,Artist,1.0,Average,2.0
2972,Female,Yes,49,Yes,Homemaker,2.0,Average,4.0
2973,Female,,38,Yes,Artist,7.0,Low,7.0
2974,Male,,31,No,Marketing,4.0,Low,1.0
2975,Male,Yes,49,Yes,Artist,,Low,1.0
2976,Male,,53,Yes,Artist,3.0,Low,1.0
2977,Male,Yes,41,Yes,Executive,,Low,4.0
2978,Female,,27,No,Healthcare,,Low,4.0
2979,Male,Yes,69,No,Lawyer,1.0,Low,3.0
2980,Female,Yes,33,No,Artist,6.0,Average,2.0
2981,Male,,40,Yes,Artist,7.0,Low,1.0
2982,Female,,35,Yes,Artist,8.0,Low,3.0
2983,Male,Yes,67,Yes,Executive,,High,4.0
2984,Male,Yes,78,No,Entertainment,,Low,2.0
2985,Male,,20,No,Healthcare,1.0,Low,3.0
2986,Female,Yes,48,Yes,Doctor,1.0,Low,1.0
2987,Male,,27,No,Healthcare,10.0,Low,4.0
2988,Female,Yes,56,Yes,Marketing,,Average,2.0
2989,Male,,21,No,Healthcare,,Low,6.0
2990,Female,Yes,51,Yes,Artist,1.0,Average,2.0
2991,Male,Yes,30,Yes,Healthcare,,Low,4.0
2992,Male,,43,Yes,Entertainment,9.0,Low,1.0
2993,Male,Yes,51,Yes,Entertainment,,High,5.0
2994,Male,Yes,28,Yes,Artist,,Average,3.0
2995,Male,Yes,48,Yes,Artist,,Low,2.0
2996,Male,Yes,80,Yes,Lawyer,,High,2.0
2997,Male,Yes,67,Yes,Artist,,Average,6.0
2998,Female,,18,No,Healthcare,7.0,Low,3.0
2999,Male,Yes,45,Yes,Executive,8.0,High,4.0
3000,Female,Yes,40,Yes,Artist,2.0,Low,1.0
3001,Female,,22,No,Healthcare,1.0,Low,9.0
3002,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0
3003,Male,Yes,70,Yes,Executive,1.0,High,2.0
3004,Female,Yes,78,No,Lawyer,1.0,Low,1.0
3005,Female,,43,Yes,Artist,1.0,Low,3.0
3006,Female,Yes,60,Yes,Artist,2.0,Low,3.0
3007,Male,Yes,43,No,Executive,1.0,Low,4.0
3008,Male,Yes,31,No,Executive,1.0,High,3.0
3009,Female,,28,Yes,Doctor,,Low,3.0
3010,Male,Yes,49,Yes,Artist,3.0,Average,2.0
3011,Female,Yes,41,No,Engineer,4.0,Average,2.0
3012,Male,,30,Yes,Healthcare,3.0,Low,6.0
3013,Male,Yes,26,Yes,Marketing,,Low,2.0
3014,Female,Yes,56,Yes,Artist,,High,5.0
3015,Female,,32,Yes,Engineer,,Low,2.0
3016,Male,,32,No,Artist,,Low,4.0
3017,Female,,23,No,Healthcare,1.0,Low,4.0
3018,Male,,19,No,Healthcare,1.0,Low,3.0
3019,Male,Yes,69,No,Doctor,8.0,Low,2.0
3020,Female,,28,Yes,Artist,1.0,Low,2.0
3021,Female,Yes,46,Yes,Artist,,Average,2.0
3022,Female,Yes,45,No,Artist,4.0,Average,4.0
3023,Female,,37,Yes,Doctor,5.0,Low,1.0
3024,Male,,21,No,Healthcare,,Low,4.0
3025,Female,,26,No,Engineer,1.0,Low,6.0
3026,Female,,23,No,Healthcare,1.0,Low,4.0
3027,Female,Yes,57,Yes,Artist,,Low,2.0
3028,Male,,18,No,Doctor,1.0,Low,2.0
3029,Female,,51,Yes,Lawyer,6.0,Low,1.0
3030,Male,Yes,57,Yes,Entertainment,,Low,2.0
3031,Male,Yes,55,No,Executive,1.0,High,4.0
3032,Male,Yes,37,No,Artist,,Average,2.0
3033,Female,,42,Yes,Artist,,Low,3.0
3034,Male,Yes,39,Yes,Entertainment,4.0,Average,4.0
3035,Female,Yes,65,No,Engineer,1.0,Average,3.0
3036,Male,Yes,82,Yes,Lawyer,5.0,High,2.0
3037,Male,Yes,51,Yes,Artist,,Average,5.0
3038,Male,,19,No,Healthcare,,Low,4.0
3039,Female,Yes,38,Yes,Artist,9.0,High,2.0
3040,Female,,30,Yes,Healthcare,4.0,Low,4.0
3041,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0
3042,Male,,18,Yes,Healthcare,1.0,Low,2.0
3043,Female,,26,Yes,Artist,1.0,Low,5.0
3044,Female,,33,No,Doctor,,Low,1.0
3045,Male,Yes,35,Yes,Artist,8.0,Low,4.0
3046,Female,,33,Yes,Healthcare,2.0,Low,2.0
3047,Female,,25,No,Marketing,1.0,Low,4.0
3048,Male,,18,No,Healthcare,8.0,Low,9.0
3049,Male,Yes,77,Yes,Lawyer,,Low,1.0
3050,Female,Yes,30,No,Artist,1.0,Average,2.0
3051,Female,Yes,45,Yes,Executive,7.0,High,2.0
3052,Male,Yes,41,Yes,Artist,8.0,High,2.0
3053,Female,Yes,56,Yes,Artist,2.0,Average,2.0
3054,Female,Yes,30,Yes,Healthcare,,Average,4.0
3055,Female,Yes,41,Yes,Artist,5.0,High,3.0
3056,Male,Yes,66,Yes,Healthcare,,Low,1.0
3057,Female,Yes,61,No,Engineer,1.0,High,3.0
3058,Male,Yes,39,Yes,Artist,6.0,Average,2.0
3059,Male,Yes,63,Yes,Marketing,1.0,High,3.0
3060,Male,Yes,46,No,Executive,,High,4.0
3061,Male,,63,No,Entertainment,7.0,Low,1.0
3062,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0
3063,Female,Yes,39,Yes,Artist,,Average,3.0
3064,Male,Yes,33,No,Engineer,,Average,2.0
3065,Female,Yes,27,Yes,Entertainment,3.0,Low,5.0
3066,Female,,48,Yes,Engineer,1.0,Low,1.0
3067,Male,Yes,72,No,Entertainment,2.0,Average,2.0
